2023-06-25 14:19: Experiment log path in: ../runs/PEMS04/06-25-14h19m_PEMS04_gode_rnn__embed{10}hid{128}hidhid{128}lyrs{3}lr{0.001}wd{0.001}
2023-06-25 14:27: Train Epoch 4: 40/158 Loss: 27.169262
2023-06-25 14:28: Train Epoch 4: 60/158 Loss: 25.496357
2023-06-25 14:28: Train Epoch 4: 80/158 Loss: 25.159897
2023-06-25 14:28: Train Epoch 4: 100/158 Loss: 26.528685
2023-06-25 14:28: Train Epoch 4: 120/158 Loss: 26.218920
2023-06-25 14:29: Train Epoch 4: 140/158 Loss: 26.988087
2023-06-25 14:29: **********Train Epoch 4: averaged Loss: 24.790783
2023-06-25 14:29: **********Val Epoch 4: average Loss: 24.795774
2023-06-25 14:29: *********************************Current best model saved!
2023-06-25 14:29: Train Epoch 5: 0/158 Loss: 21.673519
2023-06-25 14:29: Train Epoch 5: 20/158 Loss: 23.495842
2023-06-25 14:30: Train Epoch 5: 40/158 Loss: 24.141823
2023-06-25 14:30: Train Epoch 5: 60/158 Loss: 21.861271
2023-06-25 14:30: Train Epoch 5: 80/158 Loss: 22.545084
2023-06-25 14:31: Train Epoch 5: 100/158 Loss: 22.347797
2023-06-25 14:31: Train Epoch 5: 120/158 Loss: 24.150333
2023-06-25 14:31: Train Epoch 5: 140/158 Loss: 23.472136
2023-06-25 14:31: **********Train Epoch 5: averaged Loss: 23.796530
2023-06-25 14:32: **********Val Epoch 5: average Loss: 24.150623
2023-06-25 14:32: *********************************Current best model saved!
2023-06-25 14:32: Train Epoch 6: 0/158 Loss: 23.756672
2023-06-25 14:32: Train Epoch 6: 20/158 Loss: 26.243565
2023-06-25 14:32: Train Epoch 6: 40/158 Loss: 23.313116
2023-06-25 14:32: Train Epoch 6: 60/158 Loss: 22.927406
2023-06-25 14:33: Train Epoch 6: 80/158 Loss: 23.237837
2023-06-25 14:33: Train Epoch 6: 100/158 Loss: 24.704411
2023-06-25 14:33: Train Epoch 6: 120/158 Loss: 22.970261
2023-06-25 14:34: Train Epoch 6: 140/158 Loss: 24.556246
2023-06-25 14:34: **********Train Epoch 6: averaged Loss: 23.925388
2023-06-25 14:34: **********Val Epoch 6: average Loss: 24.463040
2023-06-25 14:34: Train Epoch 7: 0/158 Loss: 21.631359
2023-06-25 14:34: Train Epoch 7: 20/158 Loss: 22.651194
2023-06-25 14:35: Train Epoch 7: 40/158 Loss: 23.506113
2023-06-25 14:35: Train Epoch 7: 60/158 Loss: 23.380495
2023-06-25 14:35: Train Epoch 7: 80/158 Loss: 22.609638
2023-06-25 14:36: Train Epoch 7: 100/158 Loss: 22.992918
2023-06-25 14:36: Train Epoch 7: 120/158 Loss: 22.782171
2023-06-25 14:36: Train Epoch 7: 140/158 Loss: 22.190151
2023-06-25 14:36: **********Train Epoch 7: averaged Loss: 23.486283
2023-06-25 14:37: **********Val Epoch 7: average Loss: 23.919316
2023-06-25 14:37: *********************************Current best model saved!
2023-06-25 14:37: Train Epoch 8: 0/158 Loss: 22.603153
2023-06-25 14:37: Train Epoch 8: 20/158 Loss: 24.044081
2023-06-25 14:37: Train Epoch 8: 40/158 Loss: 24.158108
2023-06-25 14:37: Train Epoch 8: 60/158 Loss: 20.828817
2023-06-25 14:38: Train Epoch 8: 80/158 Loss: 20.554073
2023-06-25 14:38: Train Epoch 8: 100/158 Loss: 22.321321
2023-06-25 14:38: Train Epoch 8: 120/158 Loss: 22.435894
2023-06-25 14:39: Train Epoch 8: 140/158 Loss: 21.965807
2023-06-25 14:39: **********Train Epoch 8: averaged Loss: 22.849749
2023-06-25 14:39: **********Val Epoch 8: average Loss: 23.473015
2023-06-25 14:39: *********************************Current best model saved!
2023-06-25 14:39: Train Epoch 9: 0/158 Loss: 20.244024
2023-06-25 14:39: Train Epoch 9: 20/158 Loss: 22.604456
2023-06-25 14:40: Train Epoch 9: 40/158 Loss: 22.761999
2023-06-25 14:40: Train Epoch 9: 60/158 Loss: 21.800095
2023-06-25 14:40: Train Epoch 9: 80/158 Loss: 22.532354
2023-06-25 14:40: Train Epoch 9: 100/158 Loss: 22.858545
2023-06-25 14:41: Train Epoch 9: 120/158 Loss: 23.397686
2023-06-25 14:41: Train Epoch 9: 140/158 Loss: 20.869755
2023-06-25 14:41: **********Train Epoch 9: averaged Loss: 22.756941
2023-06-25 14:41: **********Val Epoch 9: average Loss: 24.504793
2023-06-25 14:41: Train Epoch 10: 0/158 Loss: 24.211525
2023-06-25 14:42: Train Epoch 10: 20/158 Loss: 21.599777
2023-06-25 14:42: Train Epoch 10: 40/158 Loss: 23.770588
2023-06-25 14:42: Train Epoch 10: 60/158 Loss: 22.304968
2023-06-25 14:43: Train Epoch 10: 80/158 Loss: 22.444109
2023-06-25 14:43: Train Epoch 10: 100/158 Loss: 23.418530
2023-06-25 14:43: Train Epoch 10: 120/158 Loss: 23.076086
2023-06-25 14:43: Train Epoch 10: 140/158 Loss: 20.788172
2023-06-25 14:44: **********Train Epoch 10: averaged Loss: 22.541883
2023-06-25 14:44: **********Val Epoch 10: average Loss: 23.487204
2023-06-25 14:44: Train Epoch 11: 0/158 Loss: 23.514835
2023-06-25 14:44: Train Epoch 11: 20/158 Loss: 24.517008
2023-06-25 14:44: Train Epoch 11: 40/158 Loss: 21.571678
2023-06-25 14:45: Train Epoch 11: 60/158 Loss: 21.585632
2023-06-25 14:45: Train Epoch 11: 80/158 Loss: 23.800673
2023-06-25 14:45: Train Epoch 11: 100/158 Loss: 21.460169
2023-06-25 14:46: Train Epoch 11: 120/158 Loss: 22.297401
2023-06-25 14:46: Train Epoch 11: 140/158 Loss: 23.532225
2023-06-25 14:46: **********Train Epoch 11: averaged Loss: 22.228576
2023-06-25 14:46: **********Val Epoch 11: average Loss: 22.626668
2023-06-25 14:46: *********************************Current best model saved!
2023-06-25 14:46: Train Epoch 12: 0/158 Loss: 19.895597
2023-06-25 14:47: Train Epoch 12: 20/158 Loss: 22.787243
2023-06-25 14:47: Train Epoch 12: 40/158 Loss: 23.289207
2023-06-25 14:47: Train Epoch 12: 60/158 Loss: 21.474344
2023-06-25 14:47: Train Epoch 12: 80/158 Loss: 22.120251
2023-06-25 14:48: Train Epoch 12: 100/158 Loss: 22.442108
2023-06-25 14:48: Train Epoch 12: 120/158 Loss: 20.578863
2023-06-25 14:48: Train Epoch 12: 140/158 Loss: 24.490133
2023-06-25 14:49: **********Train Epoch 12: averaged Loss: 21.958884
2023-06-25 14:49: **********Val Epoch 12: average Loss: 22.805984
2023-06-25 14:49: Train Epoch 13: 0/158 Loss: 20.245903
2023-06-25 14:49: Train Epoch 13: 20/158 Loss: 20.158369
2023-06-25 14:49: Train Epoch 13: 40/158 Loss: 22.795410
2023-06-25 14:50: Train Epoch 13: 60/158 Loss: 22.224583
2023-06-25 14:50: Train Epoch 13: 80/158 Loss: 21.307623
2023-06-25 14:50: Train Epoch 13: 100/158 Loss: 22.081387
2023-06-25 14:51: Train Epoch 13: 120/158 Loss: 24.222347
2023-06-25 14:51: Train Epoch 13: 140/158 Loss: 19.246872
2023-06-25 14:51: **********Train Epoch 13: averaged Loss: 21.985453
2023-06-25 14:51: **********Val Epoch 13: average Loss: 22.428381
2023-06-25 14:51: *********************************Current best model saved!
2023-06-25 14:51: Train Epoch 14: 0/158 Loss: 22.729147
2023-06-25 14:52: Train Epoch 14: 20/158 Loss: 21.270477
2023-06-25 14:52: Train Epoch 14: 40/158 Loss: 20.836006
2023-06-25 14:52: Train Epoch 14: 60/158 Loss: 22.265270
2023-06-25 14:52: Train Epoch 14: 80/158 Loss: 20.965876
2023-06-25 14:53: Train Epoch 14: 100/158 Loss: 19.981873
2023-06-25 14:53: Train Epoch 14: 120/158 Loss: 19.951960
2023-06-25 14:53: Train Epoch 14: 140/158 Loss: 22.340696
2023-06-25 14:54: **********Train Epoch 14: averaged Loss: 21.534411
2023-06-25 14:54: **********Val Epoch 14: average Loss: 21.975655
2023-06-25 14:54: *********************************Current best model saved!
2023-06-25 14:54: Train Epoch 15: 0/158 Loss: 22.219933
2023-06-25 14:54: Train Epoch 15: 20/158 Loss: 21.818466
2023-06-25 14:54: Train Epoch 15: 40/158 Loss: 20.923967
2023-06-25 14:55: Train Epoch 15: 60/158 Loss: 20.463203
2023-06-25 14:55: Train Epoch 15: 80/158 Loss: 20.754904
2023-06-25 14:55: Train Epoch 15: 100/158 Loss: 22.693985
2023-06-25 14:55: Train Epoch 15: 120/158 Loss: 22.138895
2023-06-25 14:56: Train Epoch 15: 140/158 Loss: 24.233322
2023-06-25 14:56: **********Train Epoch 15: averaged Loss: 21.291006
2023-06-25 14:56: **********Val Epoch 15: average Loss: 22.787195
2023-06-25 14:56: Train Epoch 16: 0/158 Loss: 22.570471
2023-06-25 14:57: Train Epoch 16: 20/158 Loss: 19.379665
2023-06-25 14:57: Train Epoch 16: 40/158 Loss: 20.438726
2023-06-25 14:57: Train Epoch 16: 60/158 Loss: 21.302246
2023-06-25 14:57: Train Epoch 16: 80/158 Loss: 19.974596
2023-06-25 14:58: Train Epoch 16: 100/158 Loss: 19.479563
2023-06-25 14:58: Train Epoch 16: 120/158 Loss: 23.803820
2023-06-25 14:58: Train Epoch 16: 140/158 Loss: 22.587147
2023-06-25 14:58: **********Train Epoch 16: averaged Loss: 21.158626
2023-06-25 14:59: **********Val Epoch 16: average Loss: 21.803843
2023-06-25 14:59: *********************************Current best model saved!
2023-06-25 14:59: Train Epoch 17: 0/158 Loss: 18.912855
2023-06-25 14:59: Train Epoch 17: 20/158 Loss: 22.955595
2023-06-25 14:59: Train Epoch 17: 40/158 Loss: 19.728901
2023-06-25 15:00: Train Epoch 17: 60/158 Loss: 20.282017
2023-06-25 15:00: Train Epoch 17: 80/158 Loss: 20.879034
2023-06-25 15:00: Train Epoch 17: 100/158 Loss: 21.271465
2023-06-25 15:00: Train Epoch 17: 120/158 Loss: 21.148104
2023-06-25 15:01: Train Epoch 17: 140/158 Loss: 20.448025
2023-06-25 15:01: **********Train Epoch 17: averaged Loss: 20.917011
2023-06-25 15:01: **********Val Epoch 17: average Loss: 22.244882
2023-06-25 15:01: Train Epoch 18: 0/158 Loss: 22.684929
2023-06-25 15:01: Train Epoch 18: 20/158 Loss: 19.798559
2023-06-25 15:02: Train Epoch 18: 40/158 Loss: 20.577147
2023-06-25 15:02: Train Epoch 18: 60/158 Loss: 19.081383
2023-06-25 15:02: Train Epoch 18: 80/158 Loss: 18.934256
2023-06-25 15:03: Train Epoch 18: 100/158 Loss: 20.237072
2023-06-25 15:03: Train Epoch 18: 120/158 Loss: 20.860180
2023-06-25 15:03: Train Epoch 18: 140/158 Loss: 22.118298
2023-06-25 15:03: **********Train Epoch 18: averaged Loss: 20.898075
2023-06-25 15:04: **********Val Epoch 18: average Loss: 21.537396
2023-06-25 15:04: *********************************Current best model saved!
2023-06-25 15:04: Train Epoch 19: 0/158 Loss: 20.407476
2023-06-25 15:04: Train Epoch 19: 20/158 Loss: 21.915104
2023-06-25 15:04: Train Epoch 19: 40/158 Loss: 21.224701
2023-06-25 15:05: Train Epoch 19: 60/158 Loss: 20.677769
2023-06-25 15:05: Train Epoch 19: 80/158 Loss: 21.082436
2023-06-25 15:05: Train Epoch 19: 100/158 Loss: 21.187586
2023-06-25 15:05: Train Epoch 19: 120/158 Loss: 21.281610
2023-06-25 15:06: Train Epoch 19: 140/158 Loss: 19.534473
2023-06-25 15:06: **********Train Epoch 19: averaged Loss: 20.697470
2023-06-25 15:06: **********Val Epoch 19: average Loss: 21.726015
2023-06-25 15:06: Train Epoch 20: 0/158 Loss: 21.275537
2023-06-25 15:06: Train Epoch 20: 20/158 Loss: 20.934570
2023-06-25 15:07: Train Epoch 20: 40/158 Loss: 20.566196
2023-06-25 15:07: Train Epoch 20: 60/158 Loss: 21.349394
2023-06-25 15:07: Train Epoch 20: 80/158 Loss: 22.240295
2023-06-25 15:08: Train Epoch 20: 100/158 Loss: 20.558050
2023-06-25 15:08: Train Epoch 20: 120/158 Loss: 21.477497
2023-06-25 15:08: Train Epoch 20: 140/158 Loss: 21.258562
2023-06-25 15:08: **********Train Epoch 20: averaged Loss: 20.615987
2023-06-25 15:09: **********Val Epoch 20: average Loss: 21.335944
2023-06-25 15:09: *********************************Current best model saved!
2023-06-25 15:09: Train Epoch 21: 0/158 Loss: 19.331833
2023-06-25 15:09: Train Epoch 21: 20/158 Loss: 21.430725
2023-06-25 15:09: Train Epoch 21: 40/158 Loss: 22.169561
2023-06-25 15:09: Train Epoch 21: 60/158 Loss: 19.747482
2023-06-25 15:10: Train Epoch 21: 80/158 Loss: 21.135189
2023-06-25 15:10: Train Epoch 21: 100/158 Loss: 21.894579
2023-06-25 15:10: Train Epoch 21: 120/158 Loss: 19.646324
2023-06-25 15:11: Train Epoch 21: 140/158 Loss: 21.848808
2023-06-25 15:11: **********Train Epoch 21: averaged Loss: 20.596398
2023-06-25 15:11: **********Val Epoch 21: average Loss: 22.041046
2023-06-25 15:11: Train Epoch 22: 0/158 Loss: 20.766859
2023-06-25 15:11: Train Epoch 22: 20/158 Loss: 18.242138
2023-06-25 15:12: Train Epoch 22: 40/158 Loss: 22.327820
2023-06-25 15:12: Train Epoch 22: 60/158 Loss: 21.866362
2023-06-25 15:12: Train Epoch 22: 80/158 Loss: 22.006760
2023-06-25 15:13: Train Epoch 22: 100/158 Loss: 20.941395
2023-06-25 15:13: Train Epoch 22: 120/158 Loss: 21.138025
2023-06-25 15:13: Train Epoch 22: 140/158 Loss: 18.813570
2023-06-25 15:13: **********Train Epoch 22: averaged Loss: 20.610496
2023-06-25 15:14: **********Val Epoch 22: average Loss: 21.321792
2023-06-25 15:14: *********************************Current best model saved!
2023-06-25 15:14: Train Epoch 23: 0/158 Loss: 20.333555
2023-06-25 15:14: Train Epoch 23: 20/158 Loss: 20.595469
2023-06-25 15:14: Train Epoch 23: 40/158 Loss: 19.016335
2023-06-25 15:14: Train Epoch 23: 60/158 Loss: 19.663702
2023-06-25 15:15: Train Epoch 23: 80/158 Loss: 20.098383
2023-06-25 15:15: Train Epoch 23: 100/158 Loss: 20.319227
2023-06-25 15:15: Train Epoch 23: 120/158 Loss: 20.842983
2023-06-25 15:16: Train Epoch 23: 140/158 Loss: 19.131960
2023-06-25 15:16: **********Train Epoch 23: averaged Loss: 20.193690
2023-06-25 15:16: **********Val Epoch 23: average Loss: 21.326612
2023-06-25 15:16: Train Epoch 24: 0/158 Loss: 20.874916
2023-06-25 15:16: Train Epoch 24: 20/158 Loss: 20.385977
2023-06-25 15:17: Train Epoch 24: 40/158 Loss: 20.640411
2023-06-25 15:17: Train Epoch 24: 60/158 Loss: 20.301235
2023-06-25 15:17: Train Epoch 24: 80/158 Loss: 20.104534
2023-06-25 15:17: Train Epoch 24: 100/158 Loss: 19.318993
2023-06-25 15:18: Train Epoch 24: 120/158 Loss: 19.905262
2023-06-25 15:18: Train Epoch 24: 140/158 Loss: 20.393297
2023-06-25 15:18: **********Train Epoch 24: averaged Loss: 20.257454
2023-06-25 15:19: **********Val Epoch 24: average Loss: 21.556569
2023-06-25 15:19: Train Epoch 25: 0/158 Loss: 22.020863
2023-06-25 15:19: Train Epoch 25: 20/158 Loss: 21.875734
2023-06-25 15:19: Train Epoch 25: 40/158 Loss: 20.114040
2023-06-25 15:19: Train Epoch 25: 60/158 Loss: 21.328354
2023-06-25 15:20: Train Epoch 25: 80/158 Loss: 19.749920
2023-06-25 15:20: Train Epoch 25: 100/158 Loss: 19.940636
2023-06-25 15:20: Train Epoch 25: 120/158 Loss: 19.672924
2023-06-25 15:21: Train Epoch 25: 140/158 Loss: 18.002407
2023-06-25 15:21: **********Train Epoch 25: averaged Loss: 20.114229
2023-06-25 15:21: **********Val Epoch 25: average Loss: 21.495416
2023-06-25 15:21: Train Epoch 26: 0/158 Loss: 21.113272
2023-06-25 15:21: Train Epoch 26: 20/158 Loss: 18.844381
2023-06-25 15:22: Train Epoch 26: 40/158 Loss: 18.682426
2023-06-25 15:22: Train Epoch 26: 60/158 Loss: 19.120424
2023-06-25 15:22: Train Epoch 26: 80/158 Loss: 20.543344
2023-06-25 15:22: Train Epoch 26: 100/158 Loss: 18.368883
2023-06-25 15:23: Train Epoch 26: 120/158 Loss: 20.077814
2023-06-25 15:23: Train Epoch 26: 140/158 Loss: 19.914110
2023-06-25 15:23: **********Train Epoch 26: averaged Loss: 19.983928
2023-06-25 15:23: **********Val Epoch 26: average Loss: 20.798408
2023-06-25 15:23: *********************************Current best model saved!
2023-06-25 15:24: Train Epoch 27: 0/158 Loss: 18.999477
2023-06-25 15:24: Train Epoch 27: 20/158 Loss: 20.447023
2023-06-25 15:24: Train Epoch 27: 40/158 Loss: 19.345001
2023-06-25 15:24: Train Epoch 27: 60/158 Loss: 19.727585
2023-06-25 15:25: Train Epoch 27: 80/158 Loss: 17.487486
2023-06-25 15:25: Train Epoch 27: 100/158 Loss: 19.446140
2023-06-25 15:25: Train Epoch 27: 120/158 Loss: 18.596172
2023-06-25 15:26: Train Epoch 27: 140/158 Loss: 18.264071
2023-06-25 15:26: **********Train Epoch 27: averaged Loss: 19.978659
2023-06-25 15:26: **********Val Epoch 27: average Loss: 21.121675
2023-06-25 15:26: Train Epoch 28: 0/158 Loss: 20.933281
2023-06-25 15:26: Train Epoch 28: 20/158 Loss: 19.219236
2023-06-25 15:27: Train Epoch 28: 40/158 Loss: 20.228989
2023-06-25 15:27: Train Epoch 28: 60/158 Loss: 19.360970
2023-06-25 15:27: Train Epoch 28: 80/158 Loss: 17.684946
2023-06-25 15:27: Train Epoch 28: 100/158 Loss: 21.156813
2023-06-25 15:28: Train Epoch 28: 120/158 Loss: 18.922737
2023-06-25 15:28: Train Epoch 28: 140/158 Loss: 18.978466
2023-06-25 15:28: **********Train Epoch 28: averaged Loss: 20.015880
2023-06-25 15:28: **********Val Epoch 28: average Loss: 20.900982
2023-06-25 15:28: Train Epoch 29: 0/158 Loss: 20.537252
2023-06-25 15:29: Train Epoch 29: 20/158 Loss: 20.074776
2023-06-25 15:29: Train Epoch 29: 40/158 Loss: 20.472616
2023-06-25 15:29: Train Epoch 29: 60/158 Loss: 18.538624
2023-06-25 15:30: Train Epoch 29: 80/158 Loss: 21.274015
2023-06-25 15:30: Train Epoch 29: 100/158 Loss: 18.402399
2023-06-25 15:30: Train Epoch 29: 120/158 Loss: 20.217281
2023-06-25 15:30: Train Epoch 29: 140/158 Loss: 21.262560
2023-06-25 15:31: **********Train Epoch 29: averaged Loss: 19.998503
2023-06-25 15:31: **********Val Epoch 29: average Loss: 21.486651
2023-06-25 15:31: Train Epoch 30: 0/158 Loss: 21.844078
2023-06-25 15:31: Train Epoch 30: 20/158 Loss: 18.762312
2023-06-25 15:32: Train Epoch 30: 40/158 Loss: 19.151270
2023-06-25 15:32: Train Epoch 30: 60/158 Loss: 20.970501
2023-06-25 15:32: Train Epoch 30: 80/158 Loss: 20.327456
2023-06-25 15:32: Train Epoch 30: 100/158 Loss: 19.188417
2023-06-25 15:33: Train Epoch 30: 120/158 Loss: 17.829132
2023-06-25 15:33: Train Epoch 30: 140/158 Loss: 19.950459
2023-06-25 15:33: **********Train Epoch 30: averaged Loss: 19.756540
2023-06-25 15:33: **********Val Epoch 30: average Loss: 21.144445
2023-06-25 15:33: Train Epoch 31: 0/158 Loss: 19.450521
2023-06-25 15:34: Train Epoch 31: 20/158 Loss: 20.334520
2023-06-25 15:34: Train Epoch 31: 40/158 Loss: 18.380247
2023-06-25 15:34: Train Epoch 31: 60/158 Loss: 18.902647
2023-06-25 15:35: Train Epoch 31: 80/158 Loss: 21.513819
2023-06-25 15:35: Train Epoch 31: 100/158 Loss: 18.397696
2023-06-25 15:35: Train Epoch 31: 120/158 Loss: 17.083063
2023-06-25 15:35: Train Epoch 31: 140/158 Loss: 19.318377
2023-06-25 15:36: **********Train Epoch 31: averaged Loss: 19.805255
2023-06-25 15:36: **********Val Epoch 31: average Loss: 20.553131
2023-06-25 15:36: *********************************Current best model saved!
2023-06-25 15:36: Train Epoch 32: 0/158 Loss: 21.042791
2023-06-25 15:36: Train Epoch 32: 20/158 Loss: 17.523737
2023-06-25 15:36: Train Epoch 32: 40/158 Loss: 18.230305
2023-06-25 15:37: Train Epoch 32: 60/158 Loss: 20.046799
2023-06-25 15:37: Train Epoch 32: 80/158 Loss: 20.205803
2023-06-25 15:37: Train Epoch 32: 100/158 Loss: 20.015997
2023-06-25 15:38: Train Epoch 32: 120/158 Loss: 19.743216
2023-06-25 15:38: Train Epoch 32: 140/158 Loss: 19.797461
2023-06-25 15:38: **********Train Epoch 32: averaged Loss: 19.757013
2023-06-25 15:38: **********Val Epoch 32: average Loss: 21.098574
2023-06-25 15:38: Train Epoch 33: 0/158 Loss: 19.065432
2023-06-25 15:39: Train Epoch 33: 20/158 Loss: 19.113546
2023-06-25 15:39: Train Epoch 33: 40/158 Loss: 20.344622
2023-06-25 15:39: Train Epoch 33: 60/158 Loss: 20.985746
2023-06-25 15:40: Train Epoch 33: 80/158 Loss: 19.310324
2023-06-25 15:40: Train Epoch 33: 100/158 Loss: 17.934082
2023-06-25 15:40: Train Epoch 33: 120/158 Loss: 20.065218
2023-06-25 15:40: Train Epoch 33: 140/158 Loss: 20.380857
2023-06-25 15:41: **********Train Epoch 33: averaged Loss: 19.816351
2023-06-25 15:41: **********Val Epoch 33: average Loss: 21.437820
2023-06-25 15:41: Train Epoch 34: 0/158 Loss: 19.846096
2023-06-25 15:41: Train Epoch 34: 20/158 Loss: 19.266735
2023-06-25 15:41: Train Epoch 34: 40/158 Loss: 19.387836
2023-06-25 15:42: Train Epoch 34: 60/158 Loss: 19.835243
2023-06-25 15:42: Train Epoch 34: 80/158 Loss: 19.879484
2023-06-25 15:42: Train Epoch 34: 100/158 Loss: 19.570219
2023-06-25 15:43: Train Epoch 34: 120/158 Loss: 21.262026
2023-06-25 15:43: Train Epoch 34: 140/158 Loss: 20.287315
2023-06-25 15:43: **********Train Epoch 34: averaged Loss: 19.768937
2023-06-25 15:43: **********Val Epoch 34: average Loss: 20.738913
2023-06-25 15:43: Train Epoch 35: 0/158 Loss: 19.446968
2023-06-25 15:44: Train Epoch 35: 20/158 Loss: 20.443108
2023-06-25 15:44: Train Epoch 35: 40/158 Loss: 19.088137
2023-06-25 15:44: Train Epoch 35: 60/158 Loss: 19.928770
2023-06-25 15:44: Train Epoch 35: 80/158 Loss: 19.250240
2023-06-25 15:45: Train Epoch 35: 100/158 Loss: 19.079073
2023-06-25 15:45: Train Epoch 35: 120/158 Loss: 18.635630
2023-06-25 15:45: Train Epoch 35: 140/158 Loss: 20.085939
2023-06-25 15:46: **********Train Epoch 35: averaged Loss: 19.619379
2023-06-25 15:46: **********Val Epoch 35: average Loss: 20.440140
2023-06-25 15:46: *********************************Current best model saved!
2023-06-25 15:46: Train Epoch 36: 0/158 Loss: 19.544991
2023-06-25 15:46: Train Epoch 36: 20/158 Loss: 18.341341
2023-06-25 15:46: Train Epoch 36: 40/158 Loss: 17.971342
2023-06-25 15:47: Train Epoch 36: 60/158 Loss: 20.977776
2023-06-25 15:47: Train Epoch 36: 80/158 Loss: 21.240946
2023-06-25 15:47: Train Epoch 36: 100/158 Loss: 21.088326
2023-06-25 15:47: Train Epoch 36: 120/158 Loss: 19.012703
2023-06-25 15:48: Train Epoch 36: 140/158 Loss: 20.742783
2023-06-25 15:48: **********Train Epoch 36: averaged Loss: 19.584818
2023-06-25 15:48: **********Val Epoch 36: average Loss: 20.597900
2023-06-25 15:48: Train Epoch 37: 0/158 Loss: 20.757965
2023-06-25 15:49: Train Epoch 37: 20/158 Loss: 19.510227
2023-06-25 15:49: Train Epoch 37: 40/158 Loss: 19.228479
2023-06-25 15:49: Train Epoch 37: 60/158 Loss: 18.904757
2023-06-25 15:49: Train Epoch 37: 80/158 Loss: 20.104170
2023-06-25 15:50: Train Epoch 37: 100/158 Loss: 20.843971
2023-06-25 15:50: Train Epoch 37: 120/158 Loss: 19.070522
2023-06-25 15:50: Train Epoch 37: 140/158 Loss: 18.407097
2023-06-25 15:50: **********Train Epoch 37: averaged Loss: 19.548130
2023-06-25 15:51: **********Val Epoch 37: average Loss: 20.635974
2023-06-25 15:51: Train Epoch 38: 0/158 Loss: 19.110813
2023-06-25 15:51: Train Epoch 38: 20/158 Loss: 20.771215
2023-06-25 15:51: Train Epoch 38: 40/158 Loss: 22.436064
2023-06-25 15:52: Train Epoch 38: 60/158 Loss: 19.553791
2023-06-25 15:52: Train Epoch 38: 80/158 Loss: 19.731310
2023-06-25 15:52: Train Epoch 38: 100/158 Loss: 19.226572
2023-06-25 15:52: Train Epoch 38: 120/158 Loss: 20.482208
2023-06-25 15:53: Train Epoch 38: 140/158 Loss: 19.282816
2023-06-25 15:53: **********Train Epoch 38: averaged Loss: 19.572381
2023-06-25 15:53: **********Val Epoch 38: average Loss: 20.477444
2023-06-25 15:53: Train Epoch 39: 0/158 Loss: 20.404081
2023-06-25 15:54: Train Epoch 39: 20/158 Loss: 21.569654
2023-06-25 15:54: Train Epoch 39: 40/158 Loss: 18.778425
2023-06-25 15:54: Train Epoch 39: 60/158 Loss: 21.061773
2023-06-25 15:54: Train Epoch 39: 80/158 Loss: 20.772278
